lat,lon,dem,imerg,obs,cluster_id,cluster_name
29.0,112.4,30.858981119523047,0.0,0.0,1,NE
29.0,112.65,27.833984360799175,0.04999999701976776,0.0,1,NE
29.0,112.9,51.46699027557922,0.0,0.007299661636352539,1,NE
29.0,113.15,78.44199351691574,0.0,0.162034273147583,1,NE
29.0,113.4,293.8296404329556,0.0,0.1737651824951172,1,NE
29.0,113.65,169.32137196285262,0.0,0.4637575149536133,1,NE
29.25,109.4,1319.8466432711668,0.0,0.3104238510131836,0,NW
29.25,109.65,535.6536221223548,0.0,1.281527042388916,0,NW
29.25,109.9,505.20558703438695,0.0,1.166917324066162,0,NW
29.25,110.15,388.024996758753,0.0,1.0675897598266602,0,NW
29.25,110.4,434.5444545339913,0.0,0.7062172889709473,0,NW
29.25,110.65,158.7635935172282,0.0,1.38602876663208,1,NE
29.25,110.9,370.31138760312734,0.0,0.7520065307617188,0,NW
29.25,111.15,91.2206177447389,0.0,0.4337477684020996,1,NE
29.25,111.4,78.18058111963975,0.0,0.0,1,NE
29.25,111.65,77.33616548057766,0.0,0.0,1,NE
29.25,111.9,30.201215638923184,0.0,0.0,1,NE
29.25,112.15,31.0,0.0,0.0,1,NE
29.25,112.4,26.879615638864024,0.0,0.0,1,NE
29.25,112.65,29.678399999930548,0.0,0.09961485862731934,1,NE
29.25,112.9,19.0,0.0,0.06673049926757812,1,NE
29.25,113.15,48.728402673005014,0.0,0.0,1,NE
29.25,113.4,499.1762280360803,0.0,0.33252763748168945,1,NE
29.5,109.4,525.8735466004745,0.0,0.7967543601989746,0,NW
29.5,109.65,740.2876415691795,0.0,0.9119482040405273,0,NW
29.5,109.9,434.52381085896707,0.0,0.8526163101196289,0,NW
29.5,110.15,391.3021978938836,0.0,1.1235575675964355,0,NW
29.5,110.4,551.5034226887288,0.0,0.950200080871582,0,NW
29.5,110.65,177.6080000003039,0.0,1.2075166702270508,1,NE
29.5,110.9,305.4225914110932,0.0,1.422940731048584,0,NW
29.5,111.15,573.4463557564957,0.0,1.1126580238342285,0,NW
29.5,111.4,105.75315308310118,0.0,0.5065574645996094,1,NE
29.5,111.65,44.1907752048837,0.0,0.0,1,NE
29.5,111.9,35.61820324142838,0.0,0.0,1,NE
29.5,112.15,32.678399999939224,0.0,0.0,1,NE
29.5,112.4,28.0,0.0,0.0,1,NE
29.5,112.65,28.798784361039537,0.0,0.0,1,NE
29.5,112.9,30.0,0.0,0.276885986328125,1,NE
29.5,113.15,36.632768721896745,0.0,0.0,1,NE
29.5,113.4,58.748790843755515,0.0,0.037397146224975586,1,NE
29.75,109.65,1137.3895260177517,0.0,1.078932762145996,0,NW
29.75,109.9,1223.9395935164039,0.20499998331069946,1.2756853103637695,0,NW
29.75,110.15,1101.0262383277106,0.0,1.0982894897460938,0,NW
29.75,110.65,906.9354501578232,0.0,0.572566032409668,0,NW
29.75,110.9,192.8618829090544,0.0,0.8029255867004395,1,NE
29.75,111.15,592.0543649126973,0.0,0.6880054473876953,0,NW
29.75,111.4,111.17621888023793,0.0,0.5357379913330078,1,NE
29.75,111.65,41.74879084369491,0.0,0.12716197967529297,1,NE
29.75,111.9,30.0,0.0,0.0,1,NE
29.75,112.9,33.09538760245708,0.0,0.024922609329223633,1,NE
29.75,113.4,24.90461239754292,0.0,0.0,1,NE
30.0,110.4,1267.8044064818432,0.23999999463558197,1.2493896484375,0,NW
30.0,110.65,1238.2909811205773,0.0,1.0412673950195312,0,NW
30.0,110.9,821.591508839703,0.0,0.9133563041687012,0,NW
30.0,111.15,213.19226312323548,0.0,1.051692008972168,1,NE
24.75,111.4,339.08519351702904,0.0,0.0,3,SW
24.75,111.9,830.2920038083889,0.5399999618530273,0.0,3,SW
25.0,110.9,1027.8781277223757,0.0,0.07163405418395996,3,SW
25.0,111.4,296.14560915859465,0.0,0.34228944778442383,3,SW
25.0,111.65,693.5227698639616,0.0,0.3387007713317871,3,SW
25.0,111.9,866.874020986138,0.14999999105930328,0.08989620208740234,3,SW
25.0,112.65,731.4766360625829,1.9649999141693115,0.603337287902832,3,SW
25.0,112.9,1012.7689418212404,0.5049999952316284,0.7712764739990234,3,SW
25.25,111.15,269.61820324158185,0.0,0.2629120349884033,3,SW
25.25,111.4,350.3866242296385,0.0,0.0,3,SW
25.25,111.65,525.0732743216431,0.21000000834465027,0.329254150390625,3,SW
25.25,111.9,1611.7150421403499,0.17000000178813934,0.2313365936279297,3,SW
25.25,112.15,690.1601837935145,0.0,0.5635476112365723,3,SW
25.25,112.4,436.6638253647529,0.0,0.5883173942565918,3,SW
25.25,112.65,309.1599649100014,0.0,0.3346438407897949,3,SW
25.25,112.9,176.70339675858122,0.0,0.4738645553588867,3,SW
